product_type,product_name,product_description,brand,model_series,min_stock_threshold,reorder_point,is_discontinued,meta_title,meta_description,slug,keywords,og_image,product_highlights,long_description,is_published,product_video_url,product_video_file,tag_ids,brand_ids,is_global,ref_cost_kes,ref_sell_kes
PH,Samsung Galaxy S25 128GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S25 128GB 12GB,5,10,False,Samsung Galaxy S25 128GB 12GB RAM,"Explore the Samsung Galaxy S25 128GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s25 128gb 12gb, phone, samsung galaxy s25 128gb 12gb ram",,[],Discover the Samsung Galaxy S25 128GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,76500,80500
PH,Samsung Galaxy S25 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S25 256GB 12GB,5,10,False,Samsung Galaxy S25 256GB 12GB RAM,"Explore the Samsung Galaxy S25 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s25 256gb 12gb, phone, samsung galaxy s25 256gb 12gb ram",,[],Discover the Samsung Galaxy S25 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,82000,85500
PH,Samsung Galaxy S25 Edge 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S25 Edge 256GB 12GB,5,10,False,Samsung Galaxy S25 Edge 256GB 12GB RAM,"Explore the Samsung Galaxy S25 Edge 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s25 edge 256gb 12gb, phone, samsung galaxy s25 edge 256gb 12gb ram",,[],Discover the Samsung Galaxy S25 Edge 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,80000,85000
PH,Samsung Galaxy S25 Ultra 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S25 Ultra 256GB 12GB,5,10,False,Samsung Galaxy S25 Ultra 256GB 12GB RAM,"Explore the Samsung Galaxy S25 Ultra 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s25 ultra 256gb 12gb, phone, samsung galaxy s25 ultra 256gb 12gb ram",,[],Discover the Samsung Galaxy S25 Ultra 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,114000,120000
PH,Samsung Galaxy S25 Ultra 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S25 Ultra 512GB 12GB,5,10,False,Samsung Galaxy S25 Ultra 512GB 12GB RAM,"Explore the Samsung Galaxy S25 Ultra 512GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s25 ultra 512gb 12gb, phone, samsung galaxy s25 ultra 512gb 12gb ram",,[],Discover the Samsung Galaxy S25 Ultra 512GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,129000,135000
PH,Samsung Galaxy S26 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S26 256GB 12GB,5,10,False,Samsung Galaxy S26 256GB 12GB RAM,"Explore the Samsung Galaxy S26 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s26 256gb 12gb, phone, samsung galaxy s26 256gb 12gb ram",,[],Discover the Samsung Galaxy S26 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,102000,108000
PH,Samsung Galaxy S26 Ultra 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S26 Ultra 256GB 12GB,5,10,False,Samsung Galaxy S26 Ultra 256GB 12GB RAM,"Explore the Samsung Galaxy S26 Ultra 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s26 ultra 256gb 12gb, phone, samsung galaxy s26 ultra 256gb 12gb ram",,[],Discover the Samsung Galaxy S26 Ultra 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,135000,142000
PH,Samsung Galaxy S26 Ultra 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,S26 Ultra 512GB 12GB,5,10,False,Samsung Galaxy S26 Ultra 512GB 12GB RAM,"Explore the Samsung Galaxy S26 Ultra 512GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, s26 ultra 512gb 12gb, phone, samsung galaxy s26 ultra 512gb 12gb ram",,[],Discover the Samsung Galaxy S26 Ultra 512GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,148000,153500
PH,Samsung Galaxy Z Flip 7 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Z Flip 7 256GB 12GB,5,10,False,Samsung Galaxy Z Flip 7 256GB 12GB RAM,"Explore the Samsung Galaxy Z Flip 7 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, z flip 7 256gb 12gb, phone, samsung galaxy z flip 7 256gb 12gb ram",,[],Discover the Samsung Galaxy Z Flip 7 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,109000,116000
PH,Samsung Galaxy Z Fold 4 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Z Fold 4 512GB 12GB,5,10,False,Samsung Galaxy Z Fold 4 512GB 12GB RAM,"Explore the Samsung Galaxy Z Fold 4 512GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, z fold 4 512gb 12gb, phone, samsung galaxy z fold 4 512gb 12gb ram",,[],Discover the Samsung Galaxy Z Fold 4 512GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,91000,96000
PH,Samsung Galaxy Z Fold 7 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Z Fold 7 256GB 12GB,5,10,False,Samsung Galaxy Z Fold 7 256GB 12GB RAM,"Explore the Samsung Galaxy Z Fold 7 256GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, z fold 7 256gb 12gb, phone, samsung galaxy z fold 7 256gb 12gb ram",,[],Discover the Samsung Galaxy Z Fold 7 256GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,172500,182500
PH,Samsung Galaxy Z Fold 7 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Z Fold 7 512GB 12GB,5,10,False,Samsung Galaxy Z Fold 7 512GB 12GB RAM,"Explore the Samsung Galaxy Z Fold 7 512GB 12GB RAM by Samsung, a high-quality phone.",,"samsung, z fold 7 512gb 12gb, phone, samsung galaxy z fold 7 512gb 12gb ram",,[],Discover the Samsung Galaxy Z Fold 7 512GB 12GB RAM from Samsung. This phone offers exceptional performance and features.,True,,,[],[],False,183000,193000
TB,Samsung Galaxy Tab A11 128GB 8GB RAM Cellular,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab A11 128GB 8GB Cellular,5,10,False,Samsung Galaxy Tab A11 128GB 8GB RAM Cellular,"Explore the Samsung Galaxy Tab A11 128GB 8GB RAM Cellular by Samsung, a high-quality tablet.",,"samsung, tab a11 128gb 8gb cellular, tablet, samsung galaxy tab a11 128gb 8gb ram cellular",,[],Discover the Samsung Galaxy Tab A11 128GB 8GB RAM Cellular from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,23000,26000
TB,Samsung Galaxy Tab A11 Plus 128GB 6GB RAM Cellular,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab A11 Plus 128GB 6GB Cellular,5,10,False,Samsung Galaxy Tab A11 Plus 128GB 6GB RAM Cellular,"Explore the Samsung Galaxy Tab A11 Plus 128GB 6GB RAM Cellular by Samsung, a high-quality tablet.",,"samsung, tab a11 plus 128gb 6gb cellular, tablet, samsung galaxy tab a11 plus 128gb 6gb ram cellular",,[],Discover the Samsung Galaxy Tab A11 Plus 128GB 6GB RAM Cellular from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,32000,35000
TB,Samsung Galaxy Tab S9 256GB 12GB RAM Cellular,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab S9 256GB 12GB Cellular,5,10,False,Samsung Galaxy Tab S9 256GB 12GB RAM Cellular,"Explore the Samsung Galaxy Tab S9 256GB 12GB RAM Cellular by Samsung, a high-quality tablet.",,"samsung, tab s9 256gb 12gb cellular, tablet, samsung galaxy tab s9 256gb 12gb ram cellular",,[],Discover the Samsung Galaxy Tab S9 256GB 12GB RAM Cellular from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,80000,86000
TB,Samsung Galaxy Tab S10 Lite 256GB 8GB RAM Cellular,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab S10 Lite 256GB 8GB Cellular,5,10,False,Samsung Galaxy Tab S10 Lite 256GB 8GB RAM Cellular,"Explore the Samsung Galaxy Tab S10 Lite 256GB 8GB RAM Cellular by Samsung, a high-quality tablet.",,"samsung, tab s10 lite 256gb 8gb cellular, tablet, samsung galaxy tab s10 lite 256gb 8gb ram cellular",,[],Discover the Samsung Galaxy Tab S10 Lite 256GB 8GB RAM Cellular from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,58000,63000
TB,Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM WiFi,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab S10 Ultra 256GB 12GB WiFi,5,10,False,Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM WiFi,"Explore the Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM WiFi by Samsung, a high-quality tablet.",,"samsung, tab s10 ultra 256gb 12gb wifi, tablet, samsung galaxy tab s10 ultra 256gb 12gb ram wifi",,[],Discover the Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM WiFi from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,110000,118000
TB,Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM Cellular,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab S10 Ultra 256GB 12GB Cellular,5,10,False,Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM Cellular,"Explore the Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM Cellular by Samsung, a high-quality tablet.",,"samsung, tab s10 ultra 256gb 12gb cellular, tablet, samsung galaxy tab s10 ultra 256gb 12gb ram cellular",,[],Discover the Samsung Galaxy Tab S10 Ultra 256GB 12GB RAM Cellular from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,126000,135000
TB,Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM WiFi,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab S11 Ultra 256GB 12GB WiFi,5,10,False,Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM WiFi,"Explore the Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM WiFi by Samsung, a high-quality tablet.",,"samsung, tab s11 ultra 256gb 12gb wifi, tablet, samsung galaxy tab s11 ultra 256gb 12gb ram wifi",,[],Discover the Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM WiFi from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,117000,127000
TB,Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM Cellular,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Tab S11 Ultra 256GB 12GB Cellular,5,10,False,Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM Cellular,"Explore the Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM Cellular by Samsung, a high-quality tablet.",,"samsung, tab s11 ultra 256gb 12gb cellular, tablet, samsung galaxy tab s11 ultra 256gb 12gb ram cellular",,[],Discover the Samsung Galaxy Tab S11 Ultra 256GB 12GB RAM Cellular from Samsung. This tablet offers exceptional performance and features.,True,,,[],[],False,139000,150000
AC,Samsung Galaxy Buds 3 FE,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Buds 3 FE,5,10,False,Samsung Galaxy Buds 3 FE,"Explore the Samsung Galaxy Buds 3 FE by Samsung, a high-quality accessory.",,"samsung, buds 3 fe, accessory, samsung galaxy buds 3 fe",,[],Discover the Samsung Galaxy Buds 3 FE from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,14000,16000
AC,Samsung Galaxy Buds 3 Pro,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Buds 3 Pro,5,10,False,Samsung Galaxy Buds 3 Pro,"Explore the Samsung Galaxy Buds 3 Pro by Samsung, a high-quality accessory.",,"samsung, buds 3 pro, accessory, samsung galaxy buds 3 pro",,[],Discover the Samsung Galaxy Buds 3 Pro from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,17000,19500
AC,Samsung Galaxy Buds 4,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Buds 4,5,10,False,Samsung Galaxy Buds 4,"Explore the Samsung Galaxy Buds 4 by Samsung, a high-quality accessory.",,"samsung, buds 4, accessory, samsung galaxy buds 4",,[],Discover the Samsung Galaxy Buds 4 from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,19500,22000
AC,Samsung Galaxy Buds 4 Pro,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Buds 4 Pro,5,10,False,Samsung Galaxy Buds 4 Pro,"Explore the Samsung Galaxy Buds 4 Pro by Samsung, a high-quality accessory.",,"samsung, buds 4 pro, accessory, samsung galaxy buds 4 pro",,[],Discover the Samsung Galaxy Buds 4 Pro from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,27500,30500
AC,Samsung Galaxy Watch 6 Classic 43mm,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Watch 6 Classic 43mm,5,10,False,Samsung Galaxy Watch 6 Classic 43mm,"Explore the Samsung Galaxy Watch 6 Classic 43mm by Samsung, a high-quality accessory.",,"samsung, watch 6 classic 43mm, accessory, samsung galaxy watch 6 classic 43mm",,[],Discover the Samsung Galaxy Watch 6 Classic 43mm from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,20000,23500
AC,Samsung Galaxy Watch 6 Classic 47mm,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Watch 6 Classic 47mm,5,10,False,Samsung Galaxy Watch 6 Classic 47mm,"Explore the Samsung Galaxy Watch 6 Classic 47mm by Samsung, a high-quality accessory.",,"samsung, watch 6 classic 47mm, accessory, samsung galaxy watch 6 classic 47mm",,[],Discover the Samsung Galaxy Watch 6 Classic 47mm from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,21000,24500
AC,Samsung Galaxy Watch 7 40mm,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Watch 7 40mm,5,10,False,Samsung Galaxy Watch 7 40mm,"Explore the Samsung Galaxy Watch 7 40mm by Samsung, a high-quality accessory.",,"samsung, watch 7 40mm, accessory, samsung galaxy watch 7 40mm",,[],Discover the Samsung Galaxy Watch 7 40mm from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,21000,24500
AC,Samsung Galaxy Watch 7 44mm,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Watch 7 44mm,5,10,False,Samsung Galaxy Watch 7 44mm,"Explore the Samsung Galaxy Watch 7 44mm by Samsung, a high-quality accessory.",,"samsung, watch 7 44mm, accessory, samsung galaxy watch 7 44mm",,[],Discover the Samsung Galaxy Watch 7 44mm from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,21500,25000
AC,Samsung Galaxy Watch 8 40mm,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Watch 8 40mm,5,10,False,Samsung Galaxy Watch 8 40mm,"Explore the Samsung Galaxy Watch 8 40mm by Samsung, a high-quality accessory.",,"samsung, watch 8 40mm, accessory, samsung galaxy watch 8 40mm",,[],Discover the Samsung Galaxy Watch 8 40mm from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,26500,29000
AC,Samsung Galaxy Watch 8 44mm,No warranty. Sourced from Dubai (stock dated 4 May 2026).,Samsung,Watch 8 44mm,5,10,False,Samsung Galaxy Watch 8 44mm,"Explore the Samsung Galaxy Watch 8 44mm by Samsung, a high-quality accessory.",,"samsung, watch 8 44mm, accessory, samsung galaxy watch 8 44mm",,[],Discover the Samsung Galaxy Watch 8 44mm from Samsung. This accessory offers exceptional performance and features.,True,,,[],[],False,28500,37000
PH,Pixel 8 256GB 8GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Google,Pixel 8 256GB 8GB,5,10,False,Pixel 8 256GB 8GB RAM,"Explore the Pixel 8 256GB 8GB RAM by Google, a high-quality phone.",,"google, pixel 8 256gb 8gb, phone, pixel 8 256gb 8gb ram, pixel",,[],Discover the Pixel 8 256GB 8GB RAM from Google. This phone offers exceptional performance and features.,True,,,[],[],False,59000,65000
PH,Pixel 9 Pro XL 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Google,Pixel 9 Pro XL 256GB 12GB,5,10,False,Pixel 9 Pro XL 256GB 12GB RAM,"Explore the Pixel 9 Pro XL 256GB 12GB RAM by Google, a high-quality phone.",,"google, pixel 9 pro xl 256gb 12gb, phone, pixel 9 pro xl 256gb 12gb ram, pixel",,[],Discover the Pixel 9 Pro XL 256GB 12GB RAM from Google. This phone offers exceptional performance and features.,True,,,[],[],False,96500,101500
PH,Pixel 10 128GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Google,Pixel 10 128GB 12GB,5,10,False,Pixel 10 128GB 12GB RAM,"Explore the Pixel 10 128GB 12GB RAM by Google, a high-quality phone.",,"google, pixel 10 128gb 12gb, phone, pixel 10 128gb 12gb ram, pixel",,[],Discover the Pixel 10 128GB 12GB RAM from Google. This phone offers exceptional performance and features.,True,,,[],[],False,80000,85000
PH,Pixel 10 Pro 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Google,Pixel 10 Pro 256GB 12GB,5,10,False,Pixel 10 Pro 256GB 12GB RAM,"Explore the Pixel 10 Pro 256GB 12GB RAM by Google, a high-quality phone.",,"google, pixel 10 pro 256gb 12gb, phone, pixel 10 pro 256gb 12gb ram, pixel",,[],Discover the Pixel 10 Pro 256GB 12GB RAM from Google. This phone offers exceptional performance and features.,True,,,[],[],False,115000,120500
PH,Pixel 10 Pro XL 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Google,Pixel 10 Pro XL 256GB 12GB,5,10,False,Pixel 10 Pro XL 256GB 12GB RAM,"Explore the Pixel 10 Pro XL 256GB 12GB RAM by Google, a high-quality phone.",,"google, pixel 10 pro xl 256gb 12gb, phone, pixel 10 pro xl 256gb 12gb ram, pixel",,[],Discover the Pixel 10 Pro XL 256GB 12GB RAM from Google. This phone offers exceptional performance and features.,True,,,[],[],False,127000,133000
PH,Pixel 10 Pro XL 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Google,Pixel 10 Pro XL 512GB 12GB,5,10,False,Pixel 10 Pro XL 512GB 12GB RAM,"Explore the Pixel 10 Pro XL 512GB 12GB RAM by Google, a high-quality phone.",,"google, pixel 10 pro xl 512gb 12gb, phone, pixel 10 pro xl 512gb 12gb ram, pixel",,[],Discover the Pixel 10 Pro XL 512GB 12GB RAM from Google. This phone offers exceptional performance and features.,True,,,[],[],False,139000,145000
PH,OnePlus Nord CE 5 256GB 8GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,OnePlus,Nord CE 5 256GB 8GB,5,10,False,OnePlus Nord CE 5 256GB 8GB RAM,"Explore the OnePlus Nord CE 5 256GB 8GB RAM by OnePlus, a high-quality phone.",,"oneplus, nord ce 5 256gb 8gb, phone, oneplus nord ce 5 256gb 8gb ram",,[],Discover the OnePlus Nord CE 5 256GB 8GB RAM from OnePlus. This phone offers exceptional performance and features.,True,,,[],[],False,37000,43000
PH,OnePlus 13 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,OnePlus,13 256GB 12GB,5,10,False,OnePlus 13 256GB 12GB RAM,"Explore the OnePlus 13 256GB 12GB RAM by OnePlus, a high-quality phone.",,"oneplus, 13 256gb 12gb, phone, oneplus 13 256gb 12gb ram",,[],Discover the OnePlus 13 256GB 12GB RAM from OnePlus. This phone offers exceptional performance and features.,True,,,[],[],False,86000,92000
PH,OnePlus 13 512GB 16GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,OnePlus,13 512GB 16GB,5,10,False,OnePlus 13 512GB 16GB RAM,"Explore the OnePlus 13 512GB 16GB RAM by OnePlus, a high-quality phone.",,"oneplus, 13 512gb 16gb, phone, oneplus 13 512gb 16gb ram",,[],Discover the OnePlus 13 512GB 16GB RAM from OnePlus. This phone offers exceptional performance and features.,True,,,[],[],False,90000,95000
PH,OnePlus 13s 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,OnePlus,13s 256GB 12GB,5,10,False,OnePlus 13s 256GB 12GB RAM,"Explore the OnePlus 13s 256GB 12GB RAM by OnePlus, a high-quality phone.",,"oneplus, 13s 256gb 12gb, phone, oneplus 13s 256gb 12gb ram",,[],Discover the OnePlus 13s 256GB 12GB RAM from OnePlus. This phone offers exceptional performance and features.,True,,,[],[],False,65500,71500
PH,OnePlus 15 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,OnePlus,15 512GB 12GB,5,10,False,OnePlus 15 512GB 12GB RAM,"Explore the OnePlus 15 512GB 12GB RAM by OnePlus, a high-quality phone.",,"oneplus, 15 512gb 12gb, phone, oneplus 15 512gb 12gb ram",,[],Discover the OnePlus 15 512GB 12GB RAM from OnePlus. This phone offers exceptional performance and features.,True,,,[],[],False,109000,113500
PH,Nothing Phone 3A 256GB 8GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Nothing,Phone 3A 256GB 8GB,5,10,False,Nothing Phone 3A 256GB 8GB RAM,"Explore the Nothing Phone 3A 256GB 8GB RAM by Nothing, a high-quality phone.",,"nothing, phone 3a 256gb 8gb, phone, nothing phone 3a 256gb 8gb ram",,[],Discover the Nothing Phone 3A 256GB 8GB RAM from Nothing. This phone offers exceptional performance and features.,True,,,[],[],False,47000,50000
PH,Nothing Phone 3A Pro 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Nothing,Phone 3A Pro 256GB 12GB,5,10,False,Nothing Phone 3A Pro 256GB 12GB RAM,"Explore the Nothing Phone 3A Pro 256GB 12GB RAM by Nothing, a high-quality phone.",,"nothing, phone 3a pro 256gb 12gb, phone, nothing phone 3a pro 256gb 12gb ram",,[],Discover the Nothing Phone 3A Pro 256GB 12GB RAM from Nothing. This phone offers exceptional performance and features.,True,,,[],[],False,63000,68000
PH,Nothing Phone 3 256GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Nothing,Phone 3 256GB 12GB,5,10,False,Nothing Phone 3 256GB 12GB RAM,"Explore the Nothing Phone 3 256GB 12GB RAM by Nothing, a high-quality phone.",,"nothing, phone 3 256gb 12gb, phone, nothing phone 3 256gb 12gb ram",,[],Discover the Nothing Phone 3 256GB 12GB RAM from Nothing. This phone offers exceptional performance and features.,True,,,[],[],False,80500,85000
PH,Honor X6C 256GB 6GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Honor,X6C 256GB 6GB,5,10,False,Honor X6C 256GB 6GB RAM,"Explore the Honor X6C 256GB 6GB RAM by Honor, a high-quality phone.",,"honor, x6c 256gb 6gb, phone, honor x6c 256gb 6gb ram",,[],Discover the Honor X6C 256GB 6GB RAM from Honor. This phone offers exceptional performance and features.,True,,,[],[],False,16500,18500
PH,Honor X9D 256GB 8GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Honor,X9D 256GB 8GB,5,10,False,Honor X9D 256GB 8GB RAM,"Explore the Honor X9D 256GB 8GB RAM by Honor, a high-quality phone.",,"honor, x9d 256gb 8gb, phone, honor x9d 256gb 8gb ram",,[],Discover the Honor X9D 256GB 8GB RAM from Honor. This phone offers exceptional performance and features.,True,,,[],[],False,43000,45500
PH,Honor H400 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Honor,H400 512GB 12GB,5,10,False,Honor H400 512GB 12GB RAM,"Explore the Honor H400 512GB 12GB RAM by Honor, a high-quality phone.",,"honor, h400 512gb 12gb, phone, honor h400 512gb 12gb ram",,[],Discover the Honor H400 512GB 12GB RAM from Honor. This phone offers exceptional performance and features.,True,,,[],[],False,49000,51500
PH,Honor H400 Pro 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Honor,H400 Pro 512GB 12GB,5,10,False,Honor H400 Pro 512GB 12GB RAM,"Explore the Honor H400 Pro 512GB 12GB RAM by Honor, a high-quality phone.",,"honor, h400 pro 512gb 12gb, phone, honor h400 pro 512gb 12gb ram",,[],Discover the Honor H400 Pro 512GB 12GB RAM from Honor. This phone offers exceptional performance and features.,True,,,[],[],False,74500,78000
PH,Xiaomi 17 Pro Max 512GB 12GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Xiaomi,17 Pro Max 512GB 12GB,5,10,False,Xiaomi 17 Pro Max 512GB 12GB RAM,"Explore the Xiaomi 17 Pro Max 512GB 12GB RAM by Xiaomi, a high-quality phone.",,"xiaomi, 17 pro max 512gb 12gb, phone, xiaomi 17 pro max 512gb 12gb ram",,[],Discover the Xiaomi 17 Pro Max 512GB 12GB RAM from Xiaomi. This phone offers exceptional performance and features.,True,,,[],[],False,130000,133500
PH,Xiaomi 17 Pro Max 512GB 16GB RAM,Carrier-locked phone. No warranty. Sourced from Dubai (stock dated 4 May 2026).,Xiaomi,17 Pro Max 512GB 16GB,5,10,False,Xiaomi 17 Pro Max 512GB 16GB RAM,"Explore the Xiaomi 17 Pro Max 512GB 16GB RAM by Xiaomi, a high-quality phone.",,"xiaomi, 17 pro max 512gb 16gb, phone, xiaomi 17 pro max 512gb 16gb ram",,[],Discover the Xiaomi 17 Pro Max 512GB 16GB RAM from Xiaomi. This phone offers exceptional performance and features.,True,,,[],[],False,133000,136500
